Date	Workout
20090619	Complete as many rounds in 20 minutes as you can of: Handstand push-ups 5 reps Bench press 135 pounds, 10 reps Push press 95 pounds, 15 reps Dips 20 reps
20090618	For time: 50 Wall-ball shots 50 Pull-ups 35 Wall-ball shots 35 Pull-ups 20 Wall-ball shots 20 Pull-upsUse 20 pound medicine ball launched to a target ten feet above the ground.
20090617	Hang power snatch 1-1-1-1-1-1-1-1-1-1 reps
20090616	Rest Day
20090615	Run 5 K
20090614	"""Nasty Girls""3 rounds for time of: 50 Squats 7 Muscle-ups 135 pound Hang power cleans, 10 reps"
20090613	Walking lunge 100 ft. 21 Pull-ups 21 Sit-ups Walking lunge 100 ft. 18 Pull-ups 18 Sit-ups Walking lunge 100 ft. 15 Pull-ups 15 Sit-ups Walking lunge 100 ft. 12 Pull-ups 12 Sit-ups Walking lunge 100 ft. 9 Pull-ups 9 Sit-ups Walking Lunge 100 ft. 6 Pull-ups 6 Sit-ups
20090612	Rest Day
20090611	Complete as many rounds as possible in 20 minutes of: 115-pound Hang clean, 15 reps 12 Ring dips 21 Sit-ups
20090610	Back Squat 1-1-1-1-1-1-1 reps
20090609	"""Cindy"" Complete as many rounds in 20 minutes as you can of: 5 Pull-ups 10 Push-ups 15 SquatsOR""Mary"" Complete as many rounds in 20 minutes as you can of: 5 Handstand Push-ups 10 One legged squats, alternating 15 Pull-ups"
20090608	Rest Day
20090607	Five rounds for time of: 75 pound Thrusters, 21 reps 21 Double-unders
20090606	"""Lynne""Five rounds for max reps of: Body weight bench press Pull-ups"
20090605	Deadlift 1-1-1-1-1-1-1 reps
20090604	Rest Day
20090603	For time: Run 800 meters 40 L pull-ups Run 800 meters 40 Strict pull-ups Run 800 meters 40 Kipping pull-ups
20090602	Overhead Squat 5-5-5-5-5 reps.
20090601	"""Erin""Five rounds for time of: 40 pound Dumbbells split clean, 15 reps 21 Pull-ups"
20090731	"""Nicole""Complete as many rounds in 20 minutes as you can of: Run 400 meters Max rep Pull-ups"
20090730	Rest Day
20090729	Run 10 K
20090728	With a continuously running clock do one 135 pound Clean and Jerk the first minute, two 135 pound Clean and Jerks the second minute, three 135 pound Clean and Jerks the third minute... continuing as long as you are able.Use as many sets each minute as needed.
20090727	"""Cindy"" Complete as many rounds in 20 minutes as you can of: 5 Pull-ups 10 Push-ups 15 SquatsOR""Mary"" Complete as many rounds in 20 minutes as you can of: 5 Handstand Push-ups 10 One legged squats, alternating 15 Pull-ups"
20090726	Rest Day
20090725	Complete as many rounds as possible 20 minutes of: 10 Wallball shots, 20 pound ball 10 GHD Sit-ups 10 Back extensions
20090724	"""Lynne""Five rounds for max reps of: Body weight bench press Pull-ups"
20090723	"""DT""Five rounds for time of: 155 pound Deadlift, 12 reps 155 pound Hang power clean, 9 reps 155 pound Push jerk, 6 reps"
20090722	Rest Day
20090721	Deadlift 1-1-1-1-1-1-1 reps
20090720	Run 5 K
20090719	For time: 50 Box jump, 24 inch box 50 Jumping pull-ups 50 Kettlebell swings, 1 pood Walking Lunge, 50 steps 50 Knees to elbows 50 Push press, 45 pounds 50 Back extensions 50 Wall ball shots, 20 pound ball 50 Burpees 50 Double unders
20090718	Rest Day
20090717	30 Muscle-ups for time
20090716	Hang power clean 1-1-1-1-1-1-1 reps
20090715	"""Nancy""5 rounds for time of: 400 meter run 95 pound Overhead squat, 15 reps"
20090714	Rest Day
20090713	Thruster 1-1-1-1-1-1-1 reps
20090712	Five rounds for time of: 30 Glute-ham sit-ups 25 Back extensions
20090711	Ten rounds for time of: 3 Weighted Pull-ups, 45 pounds 5 Strict Pull-ups 7 Kipping Pull-upFor weighted pull-ups place a 45 pound dumbbell between the legs above crossed ankles and jettison the dumbbell after third rep and continue with strict pull-ups and then the kipping pull-ups. Coming off the bar or going to ground constitutes termination of a set.
20090710	Rest Day
20090709	Four rounds for time of: Run 400 meters 50 Squats
20090708	"""Nate""Complete as many rounds in twenty minutes as you can of: 2 Muscle-ups 4 Handstand Push-ups 8 2-Pood Kettlebell swings"
20090707	21-18-15-12-9-6-3 rep rounds of: 185 pound Front squat GHD Sit-up
20090706	Rest Day
20090705	Shoulder press 1-1-1-1-1 reps Push press 3-3-3-3-3 reps Push Jerk 5-5-5-5-5 reps
20090704	"""Badger""Complete three rounds for time of: 95 pound Squat clean, 30 reps 30 Pull-ups Run 800 meters"
20090703	"""Randy""75 pound Power snatch, 75 reps for time."
20090702	Rest Day
20090701	Run 10 K
20090831	Rest Day
20090830	Weighted pull-ups 1-1-1-1-1-1-1 reps
20090829	Five rounds for time of: 95 pound Power snatch, 15 reps Run 400 meters
20090828	Overhead Squat 3-3-3-3-3 reps
20090827	Rest Day
20090826	"""Nate""Complete as many rounds in twenty minutes as you can of: 2 Muscle-ups 4 Handstand Push-ups 8 2-Pood Kettlebell swings"
20090825	Complete as many rounds as possible in 20 minutes of: 95 pound Thruster, 5 reps 95 pound Hang Powercleans, 7 reps 95 pound Sumo Deadlift High-pull, 10 reps
20090824	"""Cindy"" Complete as many rounds in 20 minutes as you can of: 5 Pull-ups 10 Push-ups 15 SquatsOR""Mary"" Complete as many rounds in 20 minutes as you can of: 5 Handstand Push-ups 10 One legged squats, alternating 15 Pull-ups"
20090823	Rest Day
20090822	Hang power clean 1-1-1-1-1-1-1 reps
20090821	Walking lunge 100 ft. 21 Pull-ups 21 Sit-ups Walking lunge 100 ft. 18 Pull-ups 18 Sit-ups Walking lunge 100 ft. 15 Pull-ups 15 Sit-ups Walking lunge 100 ft. 12 Pull-ups 12 Sit-ups Walking lunge 100 ft. 9 Pull-ups 9 Sit-ups Walking Lunge 100 ft. 6 Pull-ups 6 Sit-ups
20090820	"""Karen""For time: 150 Wallball shots, 20 pound ball"
20090819	Rest Day
20090818	Push Press 1-1-1-1-1-1-1 reps.
20090817	Double-under for 2 minutes Sit-up for 2 minutes Double-under for 90 seconds Sit-up for 90 seconds Double-under for 1-minute Sit-up for 1-minute Double-under for 30 seconds Sit-up for 30 seconds
20090816	"""Ryan""Five rounds for time of: 7 Muscle-ups 21 Burpees"
20090815	Rest Day
20090814	Front squat 1-1-1-1-1-1-1 reps
20090813	With a continuously running clock do one pull-up the first minute, two pull-ups the second minute, three pull-ups the third minute... continuing as long as you are able.Use as many sets each minute as needed.
20090812	"""Linda""10-9-8-7-6-5-4-3-2-1 reps of the triplet:Deadlift: 1 1/2 body weight Bench press: body weight Clean: 3/4 body weightSet up three bars and storm through for time."
20090811	Rest Day
20090810	Four rounds, each for time of: 800 meter runRest as needed between efforts.
20090809	"""Tabata Something Else""Complete 32 intervals of 20 seconds of work followed by ten seconds of rest where the first 8 intervals are pull-ups, the second 8 are push-ups, the third 8 intervals are sit-ups, and finally, the last 8 intervals are squats. There is no rest between exercises."
20090808	Deadlift 5-5-5-5-5 reps
20090807	Rest Day
20090806	Three rounds for time of: 21 L-Pull-ups 15 ft. L-rope climb, 3 ascents
20090805	Three rounds for time of: Row 500 meters 21 Burpees Run 400 meters
20090804	"""Fight Gone Bad!""Three rounds of: Wall-ball, 20 pound ball, 10 ft target (Reps) Sumo deadlift high-pull, 75 pounds (Reps) Box Jump, 20"" box (Reps) Push-press, 75 pounds (Reps) Row (Calories)In this workout you move from each of five stations after a minute.The clock does not reset or stop between exercises. This is a five-minute round from which a one-minute break is allowed before repeating. On call of ""rotate"", the athletes must move to next station immediately for best score. One point is given for each rep, except on the rower where each calorie is one point."
20090803	Rest Day
20090802	"""J.T.""21-15-9 reps of: Handstand push-ups Ring dips Push-ups"
20090801	Back Squat 1-1-1-1-1-1-1 reps
20090930	"""Helen""Three rounds for time: Run 400 meters 1 1/2 pood Kettlebell X 21 swings (or 55 pound dumbbell swing) 12 Pull-ups"
20090929	Snatch 1-1-1-1-1-1-1 reps
20090928	Rest Day
20090927	Complete as many rounds as possible in 20 minutes of: 95 pound Thruster, 5 reps 95 pound Hang Powercleans, 7 reps 95 pound Sumo Deadlift High-pull, 10 reps
20090926	"""Angie""For time: 100 Pull-ups 100 Push-ups 100 Sit-ups 100 Squats"
20090925	For time: 135 lb Squat clean, 10 reps 50 GHD Sit-ups 135 lb Squat clean, 8 reps 40 GHD Sit-ups 135 lb Squat clean, 6 reps 30 GHD Sit-ups 135 lb Squat clean, 4 reps 20 GHD Sit-ups 135 lb Squat clean, 2 reps 10 GHD Sit-ups
20090924	Rest Day
20090923	Five rounds for max reps of: Body weight bench press Pull-ups Body weight back squat
20090922	Deadlift 1-1-1-1-1-1-1 reps
20090921	Shoulder press 1-1-1-1-1 reps Push press 3-3-3-3-3 reps Push Jerk 5-5-5-5-5 reps
20090920	Rest Day
20090919	21-18-15-12-9-6-3 rep rounds of: Handstand push-ups L-pull-ups
20090918	Five rounds for time of: 30 Glute-ham sit-ups 25 Back extensions
20090917	
20090916	Rest Day
20090915	Front squat 3-3-3-3-3 reps
20090914	"""Annie""50-40-30-20 and 10 rep rounds of: Double-unders Sit-ups"
20090913	"""Diane""21-15-9 reps of: 225 pound Deadlift Handstand push-ups"
20090912	Rest Day
20090911	"""Barbara""Five rounds, each for time of: 20 Pull-ups 30 Push-ups 40 Sit-ups 50 SquatsRest precisely three minutes between each round.Compare to 090526."
20090910	Push Jerk 3-3-3-3-3 reps
20090909	Four rounds for time of: 100 ft Walking lunge, carrying 30 pound dumbbells 24 inch Box Jump, 30 reps 30 pound Weighted pull-ups, 20 reps
20090908	Rest Day
20090907	"""CrossFit Total""Back squat, 1 rep Shoulder Press, 1 rep Deadlift, 1 rep"
20090906	6 rounds for time of: Run 400 meters 25 BurpeesSet up under a bar that is one foot above your reach for the burpees. Jump and touch the bar for each burpee rep.
20090905	Clean and Jerk 1-1-1-1-1-1-1 reps
20090904	Rest Day
20090903	Run 5 K
20090902	"""Elizabeth""21-15-9 reps of: Clean 135 pounds Ring dips"
20090901	For time: Row 1000 meters 95 pound barbell Thruster, 21 reps 21 Pull-ups Row 750 meters 95 pound barbell Thruster, 15 reps 15 Pull-ups Row 500 meters 95 pound barbell Thruster, 9 reps 9 Pull-upsIf you do not have a rower, replace row efforts with a 1 mile run, 800 meter run and a 400 meter run.
20091031	For time: 25 Squats   25 Push-ups 25 Pull-ups 25 Sit-ups 50 Squats 50 Push-ups 50 Pull-ups 50 Sit-ups 75 Squats 75 Push-ups 75 Pull-ups 75 Sit-ups
20091030	Rest Day
20091029	"""Annie""50-40-30-20 and 10 rep rounds of: Double-unders Sit-ups"
20091028	Back Squat 5-5-5-5-5 reps
20091027	"""Nate""Complete as many rounds in twenty minutes as you can of: 2 Muscle-ups 4 Handstand Push-ups 8 2-Pood Kettlebell swings"
20091026	Rest Day
20091025	"""Michael""Three rounds for time of: Run 800 meters 50 Back Extensions 50 Sit-ups"
20091024	Deadlift 1-1-1-1-1-1-1 reps
20091023	"""Tommy V""For time: 115 pound Thruster, 21 reps 15 ft Rope Climb, 12 ascents  115 pound Thruster, 15 reps 15 ft Rope Climb, 9 ascents 115 pound Thruster, 9 reps 15 ft Rope Climb, 6 ascents"
20091022	Rest Day
20091021	Four rounds for time of: Walking lunge 50 meters Sit-ups, 50 reps
20091020	"""Tabata Something Else""Complete 32 intervals of 20 seconds of work followed by ten seconds of rest where the first 8 intervals are pull-ups, the second 8 are push-ups, the third 8 intervals are sit-ups, and finally, the last 8 intervals are squats. There is no rest between exercises."
20091019	Weighted pull-ups 1-1-1-1-1-1-1 reps
20091018	Rest Day
20091017	"""Tyler""Five rounds for time of: 7 Muscle-ups 95 pound Sumo-deadlift high-pull, 21 reps"
20091016	For time: 21 Hip-Back Extensions Run 400 meters 18 Hip-Back Extensions Run 400 meters 15 Hip-Back Extensions Run 400 meters 12 Hip-Back Extensions Run 400 meters 9 Hip-Back Extensions Run 400 meters 6 Hip-Back Extensions Run 400 meters 3 Hip-Back Extensions Run 400 meters
20091015	Five rounds for time of: 135 pound Hang squat clean, 15 reps 30 Push-ups
20091014	Rest Day
20091013	"""CrossFit Total""Back squat, 1 rep Shoulder Press, 1 rep Deadlift, 1 rep"
20091012	"""Elizabeth""21-15-9 reps of: Clean 135 pounds Ring dips"
20091011	"""Fran""Three rounds, 21-15- and 9 reps, for time of: 95 pound Thruster Pull-ups"
20091010	Rest Day
20091009	Run 5 K
20091008	Complete as many rounds in 20 minutes as you can of: Row 250 meters Sumo deadlift highpull 95 pounds, 21 reps Pull-ups 15 reps
20091007	Thruster 1-1-1-1-1-1-1 reps
20091006	Rest Day
20091005	30 Muscle-ups for time
20091004	21-18-15-12-9-6 and 3 rep rounds of: Power clean 95 pounds Sit-ups Back extensions
20091003	For time: Run 800 meters 15 left-legged pistols 15 right-legged pistols 25 sit-ups 12 left-legged pistols 12 right-legged pistols 25 sit-ups 9 right-legged pistols 9 left legged pistols 25 sit-ups Run 800 meters
20091002	Rest Day
20091001	For time: 25 Walking lunge steps 20 Pull-ups 50 Box jumps, 20 inch box 20 Double-unders 25 Ring dips 20 Knees to elbows 30 Kettlebell swings, 2 pood 30 Sit-ups 20 Hang squat cleans, 35 pound dumbbells 25 Back extensions 30 Wall ball shots, 20 pound ball 3 Rope climb ascents
20091130	Front squat 3-3-3-3-3 reps
20091129	"""Joshie""Complete three rounds for time of: 40 pound Dumbbell snatch, 21 reps, right arm 21 L Pull-ups 40 pound Dumbbell snatch, 21 reps, left arm 21 L Pull-ups"
20091128	"""Linda""10-9-8-7-6-5-4-3-2-1 reps of the triplet:Deadlift: 1 1/2 body weight Bench press: body weight Clean: 3/4 body weightSet up three bars and storm through for time."
20091127	Rest Day
20091126	Complete as many rounds as possible 20 minutes of: 15 Double-unders 15 GHD Sit-ups 15 Back extensions
20091125	400 meter Walking lunge
20091124	Shoulder press 1-1-1-1-1 reps Push press 3-3-3-3-3 reps Push Jerk 5-5-5-5-5 reps
20091123	Rest Day
20091122	Complete as many rounds as possible in twenty minutes of: 25 Burpees Body weight back squat, 15 reps
20091121	For time: 21 Handstand push-ups 400 meter Run 21 Weighted pull-ups 15 Handstand push-ups 400 meter Run 15 Weighted Pull-ups 9 Handstand Push-ups 400 meter Run 9 Weighted Pull-ups
20091120	Deadlift 1-1-1-1-1-1-1 reps
20091119	Rest Day
20091118	"""Elizabeth""21-15-9 reps of: Clean 135 pounds Ring dips"
20091117	"""Fran""Three rounds, 21-15- and 9 reps, for time of: 95 pound Thruster Pull-ups"
20091116	"""Angie""For time: 100 Pull-ups 100 Push-ups 100 Sit-ups 100 Squats"
20091115	Rest Day
20091114	Five rounds for time of: 95 pound Push-jerk, 15 reps 15 L pull-ups
20091113	"""Eva""Five rounds for time of: Run 800 meters 2 pood Kettlebell swing, 30 reps 30 Pull-ups"
20091112	Clean and Jerk 1-1-1-1-1-1-1 reps
20091111	Rest Day
20091110	"""Cindy"" Complete as many rounds in 20 minutes as you can of: 5 Pull-ups 10 Push-ups 15 SquatsOR""Mary"" Complete as many rounds in 20 minutes as you can of: 5 Handstand Push-ups 10 One legged squats, alternating 15 Pull-ups"
20091109	Run 5 K
20091108	For time: 50 Box jump, 24 inch box 50 Jumping pull-ups 50 Kettlebell swings, 1 pood Walking Lunge, 50 steps 50 Knees to elbows 50 Push press, 45 pounds 50 Back extensions 50 Wall ball shots, 20 pound ball 50 Burpees 50 Double unders
20091107	Rest Day
20091106	Complete as many rounds in 20 minutes as you can of: 65 pound Power snatch, 12 reps 10 Push-ups
20091105	With a continuously running clock do one pull-up the first minute, two pull-ups the second minute, three pull-ups the third minute... continuing as long as you are able.Use as many sets each minute as needed.
20091104	"""CrossFit Total""Back squat, 1 rep Shoulder Press, 1 rep Deadlift, 1 rep"
20091103	Rest Day
20091102	Five rounds for time of: 95 pound Snatch, 3 reps 95 pound Overhead squat, 15 reps Run 400 metersCompare to 060720.
20091101	Four rounds, each for time of: 800 meter runRest as needed between efforts.
20091231	"""Angie""For time: 100 Pull-ups 100 Push-ups 100 Sit-ups 100 Squats"
20091230	Rest Day
20091229	Row 5K
20091228	Snatch 1-1-1-1-1-1-1 reps
20091227	Row 5K
20091226	Rest Day
20091225	Bench Press 1-10-1-20-1-30 reps
20091224	Deadlift 1-10-1-20-1-30 reps
20091223	Front Squat 1-10-1-20-1-30 reps
20091222	Rest Day
20091221	"""Diane""21-15-9 reps of: 225 pound Deadlift Handstand push-ups"
20091220	Three rounds for time of:  15 foot rope climb, 5 ascents 21 Ring dips 50 Squats
20091219	Five rounds for time of:  135 pound Thruster, 15 reps Run 400 meters
20091218	Rest Day
20091217	Squat clean 1-1-1-1-1-1-1 reps
20091216	"For time: 21 Pull-ups 21 Handstand Push-ups 18 Pull-ups 18 Handstand Push-ups 15 Pull-ups 15 Handstand Push-ups 12 Pull-ups 12 Handstand Push-ups 9 Pull-ups 9 Handstand Push-ups 6 Pull-ups 6 Handstand Push-ups 3 Pull-ups 3 Handstand Push-ups  Handstand push-ups are ""nose to floor""  and pull-ups are ""strict"" or non-kipping."
20091215	Back Squat 3-3-3-3-3 reps
20091214	Rest Day
20091213	Complete as many rounds as you can in twenty minutes of:  Row 500 meters 25 Turkish Get-ups with a 60-pound dumbbell
20091212	"""CrossFit Total""Back squat, 1 rep Shoulder Press, 1 rep Deadlift, 1 rep"
20091211	"Complete five rounds of: On the rings, lower from an inverted hang, slowly, with straight body and arms, 7 reps 15 Ring Push-ups Move SLOWLY and methodically attempting perfect execution. Ideally this is done with two pairs of rings - one pair hung app. 8' off the ground and the second 4"" off the ground."
